year,month,carrier,airport,delay_rate,cancel_rate,divert_rate,total_delay_minutes
2024,7,OO,PLN,0.2105,0.0,0.0,1710.0
2024,7,OO,PRC,0.2097,0.0,0.0,740.0
2024,7,OO,PSC,0.1939,0.0,0.0,2548.0
2024,7,OO,PSP,0.1774,0.0108,0.0054,4382.0
2024,7,OO,PVD,0.4103,0.0,0.0,1075.0
2024,7,OO,RAP,0.3439,0.0,0.0,4132.0
2024,7,OO,RDD,0.1855,0.0,0.0081,1687.0
2024,7,OO,RDM,0.1567,0.0167,0.0,3100.0
2024,7,OO,RDU,0.3582,0.0075,0.0,2644.0
2024,7,OO,RHI,0.3846,0.011,0.011,2459.0
2024,7,OO,RIC,0.0,0.0,0.0,0.0
2024,7,OO,RIW,0.1935,0.0,0.0,802.0
2024,7,OO,RKS,0.1613,0.0161,0.0,1335.0
2024,7,OO,RNO,0.1809,0.0033,0.0033,3700.0
2024,7,OO,ROA,0.2424,0.0152,0.0303,958.0
2024,7,OO,ROC,0.2576,0.0,0.0,1143.0
2024,7,OO,ROW,0.1848,0.0109,0.0217,1790.0
2024,7,OO,RST,0.1579,0.0,0.0,1431.0
2024,7,OO,SAF,0.2092,0.0033,0.0131,4592.0
2024,7,OO,SAN,0.2741,0.0054,0.0009,18339.0
2024,7,OO,SAT,0.1728,0.0123,0.0,847.0
2024,7,OO,SAV,0.2807,0.0,0.0351,1214.0
2024,7,OO,SBA,0.2051,0.0205,0.0,4011.0
2024,7,OO,SBN,0.3093,0.018,0.0026,8805.0
2024,7,OO,SBP,0.1865,0.0032,0.0,4176.0
2024,7,OO,SCE,0.1765,0.0,0.0,442.0
2024,7,OO,SDF,0.2519,0.0,0.0,2339.0
2024,7,OO,SEA,0.1687,0.0019,0.0,23700.0
2024,7,OO,SFO,0.178,0.0053,0.0008,32625.0
2024,7,OO,SGF,0.2612,0.0082,0.0041,4264.0
2024,7,OO,SGU,0.2179,0.0,0.0043,3741.0
2024,7,OO,SHR,0.1129,0.0,0.0,539.0
2024,7,OO,SHV,0.1846,0.0154,0.0154,836.0
2024,7,OO,SIT,0.3548,0.0323,0.0,595.0
2024,7,OO,SJC,0.1669,0.0014,0.0,6232.0
2024,7,OO,SJT,0.125,0.0,0.0,17.0
2024,7,OO,SLC,0.1284,0.0007,0.0,29559.0
2024,7,OO,SLN,0.1887,0.0,0.0,933.0
2024,7,OO,SMF,0.2033,0.0068,0.0,8146.0
2024,7,OO,SNA,0.1843,0.003,0.0,3372.0
2024,7,OO,SPS,0.2258,0.0,0.0,1591.0
2024,7,OO,STL,0.1695,0.0,0.0,717.0
2024,7,OO,STS,0.1673,0.0,0.004,2078.0
2024,7,OO,SUN,0.1907,0.0,0.0103,2466.0
2024,7,OO,SUX,0.371,0.0323,0.0323,4239.0
2024,7,OO,SWO,0.1129,0.0,0.0,426.0
2024,7,OO,SYR,0.2182,0.0364,0.0,4190.0
2024,7,OO,TUL,0.2015,0.0073,0.0,3016.0
2024,7,OO,TUS,0.1581,0.0144,0.008,7807.0
2024,7,OO,TVC,0.2373,0.0,0.0169,2009.0
2024,7,OO,TWF,0.129,0.0,0.0,1314.0
2024,7,OO,TYR,0.0,0.0,0.0,0.0
2024,7,OO,TYS,0.2,0.0114,0.0,1848.0
2024,7,OO,VCT,0.3019,0.0755,0.0,1150.0
2024,7,OO,WYS,0.2714,0.0,0.0,1323.0
2024,7,OO,XNA,0.2356,0.0,0.0,2039.0
2024,7,OO,XWA,0.2606,0.0,0.0061,2603.0
2024,7,OO,YUM,0.1356,0.0,0.0,1253.0
2024,7,PT,AGS,0.3235,0.0,0.0,553.0
2024,7,PT,ALB,0.1946,0.0108,0.0,4575.0
2024,7,PT,ART,0.1404,0.0175,0.0,525.0
2024,7,PT,AVL,0.2212,0.0,0.0088,1474.0
2024,7,PT,BDL,0.125,0.0,0.0,367.0
2024,7,PT,BHM,0.5,0.0,0.0,882.0
2024,7,PT,BNA,0.3667,0.0333,0.0333,433.0
2024,7,PT,BOS,0.1204,0.0,0.0,969.0
2024,7,PT,BTV,0.1379,0.0,0.0,309.0
2024,7,PT,BUF,0.1429,0.0,0.0,84.0
2024,7,PT,CAE,0.2023,0.0,0.0,2081.0
2024,7,PT,CHA,0.2599,0.0113,0.0056,2942.0
2024,7,PT,CHO,0.1667,0.0083,0.0042,2938.0
2024,7,PT,CLE,0.125,0.0,0.0,111.0
2024,7,PT,CLT,0.2263,0.0053,0.0056,54175.0
2024,7,PT,CVG,0.1389,0.0,0.0,320.0
2024,7,PT,DSM,0.1111,0.0,0.0,124.0
2024,7,PT,ERI,0.163,0.0,0.0,1202.0
2024,7,PT,EVV,0.1522,0.0,0.0,678.0
2024,7,PT,EWN,0.2236,0.0124,0.0062,2236.0
2024,7,PT,FAY,0.2635,0.0,0.0,3086.0
2024,7,PT,FLO,0.3115,0.0,0.0164,1597.0
2024,7,PT,FWA,0.2609,0.0,0.0,2145.0
2024,7,PT,GNV,0.3607,0.0,0.0164,1251.0
2024,7,PT,GRR,0.2,0.0,0.0308,1015.0
2024,7,PT,GSO,0.1569,0.0,0.0,1549.0
2024,7,PT,GSP,0.1143,0.0,0.0,338.0
2024,7,PT,HSV,0.25,0.0,0.0167,2235.0
2024,7,PT,HTS,0.1967,0.0,0.0,562.0
2024,7,PT,ILM,0.1528,0.0,0.0,583.0
2024,7,PT,IND,0.0,0.0,0.5,0.0
2024,7,PT,JAN,0.2542,0.0,0.0,1148.0
2024,7,PT,LYH,0.1889,0.0056,0.0,2013.0
2024,7,PT,MDT,0.1623,0.0,0.0,3423.0
2024,7,PT,MGM,0.1803,0.0164,0.0,625.0
2024,7,PT,MHT,0.1023,0.0,0.0,556.0
2024,7,PT,MOB,0.2159,0.0,0.0,1616.0
2024,7,PT,MSN,0.2069,0.0172,0.0172,1863.0
2024,7,PT,MYR,0.0968,0.0,0.0,358.0
2024,7,PT,OAJ,0.0833,0.0,0.0278,117.0
2024,7,PT,ORD,0.1429,0.0037,0.0037,2967.0
2024,7,PT,ORF,0.3297,0.011,0.0,2021.0
2024,7,PT,PGV,0.2771,0.012,0.0,2310.0
2024,7,PT,PHF,0.2467,0.0067,0.0067,2255.0
2024,7,PT,PHL,0.1871,0.0097,0.0032,26401.0
2024,7,PT,PWM,0.1724,0.0,0.0,219.0
2024,7,PT,RIC,0.1957,0.0054,0.0054,4304.0
2024,7,PT,ROA,0.339,0.0,0.0,6430.0
2024,7,PT,ROC,0.1439,0.0072,0.0,1745.0
2024,7,PT,SBY,0.2457,0.0,0.0057,3255.0
2024,7,PT,SCE,0.2043,0.0108,0.0,1174.0
2024,7,PT,SDF,0.1667,0.0,0.0,93.0
2024,7,PT,SYR,0.0595,0.0,0.0,510.0
2024,7,PT,TLH,0.3103,0.0172,0.0,1222.0
2024,7,PT,TRI,0.2381,0.0143,0.0,3246.0
2024,7,PT,TYS,0.1709,0.0,0.0,1038.0
2024,7,QX,ABQ,0.3889,0.0,0.0,744.0
2024,7,QX,AKN,0.0,0.0,0.0,0.0
2024,7,QX,ANC,0.1544,0.0101,0.0,2261.0
2024,7,QX,BET,0.3077,0.0,0.0,199.0
2024,7,QX,BIL,0.123,0.0,0.0,447.0
2024,7,QX,BOI,0.0833,0.0,0.0,1103.0
2024,7,QX,BRW,0.2,0.4,0.0,24.0
2024,7,QX,BUR,0.125,0.0,0.0,25.0
2024,7,QX,BZN,0.0571,0.0,0.0,74.0
2024,7,QX,DLG,0.0645,0.0,0.0,46.0
2024,7,QX,EAT,0.0968,0.0,0.0,206.0
2024,7,QX,ELP,0.2903,0.0,0.0,235.0
2024,7,QX,EUG,0.2479,0.0,0.0,835.0
2024,7,QX,FAI,0.1607,0.0,0.0,1163.0
2024,7,QX,FAT,0.1233,0.0,0.0,325.0
2024,7,QX,FCA,0.1579,0.0075,0.0075,772.0
2024,7,QX,GEG,0.1573,0.0056,0.0,2304.0
2024,7,QX,GTF,0.1167,0.0,0.0167,192.0
2024,7,QX,HLN,0.129,0.0,0.0,188.0
2024,7,QX,ICT,0.0323,0.0,0.0,92.0
2024,7,QX,IDA,0.1967,0.0,0.0,413.0
2024,7,QX,LAS,0.1316,0.0175,0.0,473.0
2024,7,QX,LAX,0.0985,0.0303,0.0,1375.0
2024,7,QX,MCI,0.0645,0.0,0.0,60.0
2024,7,QX,MFR,0.1444,0.0056,0.0,867.0
2024,7,QX,MSO,0.178,0.0,0.0,803.0
2024,7,QX,MSP,0.4,0.0,0.0,525.0
2024,7,QX,OAK,0.0806,0.0,0.0,502.0
2024,7,QX,OME,0.0968,0.0,0.0,70.0
2024,7,QX,ONT,0.1475,0.0,0.0,373.0
2024,7,QX,OTZ,0.1613,0.0,0.0323,144.0
2024,7,QX,PAE,0.1635,0.0063,0.0,1511.0
2024,7,QX,PDX,0.1413,0.0015,0.0,8938.0
2024,7,QX,PHX,0.0909,0.0,0.0,154.0
2024,7,QX,PSC,0.1951,0.0,0.0,524.0
2024,7,QX,PUW,0.2,0.0,0.0,395.0
2024,7,QX,RDM,0.1389,0.0278,0.0,777.0
2024,7,QX,RNO,0.1314,0.0,0.0057,892.0
2024,7,QX,SAN,0.1296,0.0,0.0185,587.0
2024,7,QX,SBA,0.129,0.0,0.0,201.0
2024,7,QX,SBP,0.0323,0.0,0.0,46.0
2024,7,QX,SEA,0.1694,0.0028,0.0,14465.0
2024,7,QX,SFO,0.1714,0.019,0.0,820.0
2024,7,QX,SJC,0.0556,0.0,0.0,203.0
2024,7,QX,SMF,0.0429,0.0,0.0,99.0
2024,7,QX,SNA,0.0968,0.0161,0.0,283.0
2024,7,QX,STS,0.0968,0.0,0.0,209.0
2024,7,QX,SUN,0.0,0.0,0.0,0.0
2024,7,QX,YKM,0.1639,0.0,0.0,422.0
2024,7,UA,ABQ,0.2987,0.0325,0.0,3468.0
2024,7,UA,ALB,0.3258,0.0225,0.0112,2398.0
2024,7,UA,ANC,0.2222,0.0159,0.0,3117.0
2024,7,UA,ATL,0.3617,0.0395,0.0091,20495.0
2024,7,UA,AUS,0.2968,0.0304,0.0036,19960.0
2024,7,UA,AVL,0.1613,0.0,0.0,125.0
2024,7,UA,BDL,0.2543,0.0347,0.0058,3253.0
2024,7,UA,BIL,0.3548,0.0161,0.0,1173.0
2024,7,UA,BNA,0.3106,0.0265,0.0038,13540.0
2024,7,UA,BOI,0.3144,0.0155,0.0,5058.0
2024,7,UA,BOS,0.2761,0.0371,0.0009,27069.0
2024,7,UA,BQN,0.4839,0.0645,0.0,806.0
2024,7,UA,BTV,0.3902,0.0407,0.0,3559.0
2024,7,UA,BUF,0.4722,0.0278,0.0,3170.0
2024,7,UA,BUR,0.1558,0.0519,0.0,2314.0
2024,7,UA,BWI,0.2136,0.0237,0.0089,5108.0
2024,7,UA,BZN,0.2193,0.0223,0.0037,4609.0
2024,7,UA,CHS,0.2129,0.0387,0.0,2423.0
2024,7,UA,CID,0.4095,0.019,0.0095,3857.0
2024,7,UA,CLE,0.2931,0.0306,0.0,17492.0
2024,7,UA,CLT,0.4048,0.0298,0.0089,10881.0
2024,7,UA,CMH,0.2778,0.0598,0.0,5072.0
2024,7,UA,COS,0.3333,0.0317,0.0159,1935.0
2024,7,UA,CVG,0.3481,0.0316,0.0,3894.0
2024,7,UA,DCA,0.2969,0.0508,0.0156,10808.0
2024,7,UA,DFW,0.3184,0.0362,0.0029,17655.0
2024,7,UA,DRO,0.3226,0.0161,0.0,1711.0
2024,7,UA,DSM,0.3231,0.0513,0.0103,4376.0
2024,7,UA,DTW,0.3014,0.0274,0.0,3292.0
2024,7,UA,EGE,0.5625,0.0625,0.0,704.0
2024,7,UA,EUG,0.2903,0.0081,0.0,1975.0
2024,7,UA,EYW,0.4194,0.0323,0.0,1396.0
2024,7,UA,FAI,0.2,0.0,0.02,750.0
2024,7,UA,FAT,0.3934,0.0656,0.0,1766.0
2024,7,UA,FCA,0.2475,0.0099,0.0,1722.0
2024,7,UA,FLL,0.325,0.0304,0.0018,15466.0
2024,7,UA,FSD,0.4754,0.0164,0.0,2029.0
2024,7,UA,GEG,0.2967,0.0549,0.0,1631.0
2024,7,UA,GJT,0.2581,0.0161,0.0,1273.0
2024,7,UA,GRR,0.3478,0.0109,0.0,2732.0
2024,7,UA,GSP,0.6129,0.0645,0.0,1523.0
2024,7,UA,GTF,0.2258,0.0323,0.0,998.0
2024,7,UA,GUM,0.2419,0.0,0.0,503.0
2024,7,UA,HNL,0.1762,0.0178,0.0071,7326.0
2024,7,UA,IAD,0.2299,0.0234,0.0015,54542.0
2024,7,UA,ICT,0.3226,0.0,0.0,422.0
2024,7,UA,IND,0.3504,0.0385,0.0,5226.0
2024,7,UA,JAC,0.298,0.0196,0.0,5719.0
2024,7,UA,JAX,0.3519,0.0348,0.0035,7087.0
2024,7,UA,KOA,0.1509,0.0314,0.0063,1957.0
2024,7,UA,LAS,0.2941,0.0465,0.0009,23718.0
2024,7,UA,LAX,0.2552,0.029,0.0019,55019.0
2024,7,UA,LGA,0.3484,0.0544,0.0104,21746.0
2024,7,UA,LIH,0.1226,0.0194,0.0129,941.0
2024,7,UA,MCI,0.3283,0.0334,0.0061,8599.0
2024,7,UA,MCO,0.3189,0.0379,0.0065,29312.0
2024,7,UA,MDT,0.4,0.0333,0.0,799.0
2024,7,UA,MEM,0.4868,0.0461,0.0066,6621.0
2024,7,UA,MFE,0.4902,0.098,0.0,2717.0
2024,7,UA,MFR,0.3011,0.0108,0.0108,2718.0
2024,7,UA,MIA,0.3463,0.0317,0.0024,12745.0
2024,7,UA,MKE,0.3247,0.026,0.0,2171.0
2024,7,UA,MSN,0.3333,0.0407,0.0,3333.0
2024,7,UA,MSO,0.25,0.0263,0.0066,3209.0
2024,7,UA,MSP,0.3959,0.0247,0.0,14684.0
2024,7,UA,MSY,0.3565,0.055,0.0048,12449.0
2024,7,UA,MTJ,0.4032,0.0161,0.0,2145.0
2024,7,UA,MYR,0.1935,0.0323,0.0,800.0
2024,7,UA,OGG,0.0889,0.0222,0.0133,1929.0
2024,7,UA,OMA,0.3265,0.0286,0.0041,6962.0
2024,7,UA,ONT,0.2807,0.0409,0.0,3399.0
2024,7,UA,ORF,0.3472,0.0741,0.0,5400.0
2024,7,UA,PBI,0.2938,0.0395,0.0,4578.0
2024,7,UA,PDX,0.2504,0.0349,0.0,12294.0
2024,7,UA,PHL,0.2992,0.0471,0.0028,8366.0
2024,7,UA,PHX,0.2828,0.0375,0.0094,15411.0
2024,7,UA,PIT,0.2793,0.0414,0.0034,5261.0
2024,7,UA,PNS,0.4394,0.0455,0.0152,2689.0
2024,7,UA,PVD,0.1364,0.0455,0.0,142.0
2024,7,UA,PWM,0.3279,0.0164,0.0082,4588.0
2024,7,UA,RAP,0.1935,0.0645,0.0081,2119.0
2024,7,UA,RDM,0.2581,0.0323,0.0,1344.0
2024,7,UA,RDU,0.2981,0.0367,0.0,10008.0
2024,7,UA,RIC,0.3871,0.0323,0.0,1504.0
2024,7,UA,RNO,0.2737,0.0368,0.0,3683.0
2024,7,UA,ROC,0.3596,0.0263,0.0088,3323.0
2024,7,UA,RSW,0.278,0.0305,0.0068,7326.0
2024,7,UA,SAN,0.3341,0.0345,0.0011,24126.0
2024,7,UA,SAT,0.3468,0.0405,0.0039,16027.0
2024,7,UA,SAV,0.3083,0.05,0.0,3045.0
2024,7,UA,SBA,0.1809,0.0106,0.0,1349.0
2024,7,UA,SBP,0.4839,0.0323,0.0,970.0
2024,7,UA,SDF,0.25,0.0312,0.0,631.0
2024,7,UA,SEA,0.2928,0.0346,0.001,20730.0
2024,7,UA,SFO,0.2033,0.033,0.002,80225.0
2024,7,UA,SJC,0.3224,0.0273,0.0,5680.0
2024,7,UA,SJU,0.3773,0.0293,0.0073,6761.0
2024,7,UA,SLC,0.2739,0.0429,0.0,6915.0
2024,7,UA,SMF,0.3181,0.0458,0.0,9305.0
2024,7,UA,SNA,0.2514,0.031,0.0036,10166.0
2024,7,UA,SPN,0.0323,0.0,0.0,31.0
2024,7,UA,SRQ,0.3608,0.0206,0.0,2997.0
2024,7,UA,STL,0.378,0.0447,0.0,7966.0
2024,7,UA,STT,0.2308,0.0128,0.0,1150.0
2024,7,UA,SYR,0.359,0.0256,0.0,2128.0
2024,7,UA,TPA,0.3152,0.0373,0.0078,15260.0
2024,7,UA,TUL,0.3333,0.0833,0.0,741.0
2024,7,UA,TVC,0.2929,0.0303,0.0,2659.0
2024,7,UA,TYS,0.0968,0.0645,0.0,76.0
2024,7,UA,XNA,0.2903,0.0323,0.0323,821.0
2024,7,WN,ABQ,0.2873,0.0047,0.0019,16695.0
2024,7,WN,ALB,0.3712,0.0033,0.0067,5437.0
2024,7,WN,AMA,0.2622,0.0,0.0061,2093.0
2024,7,WN,ATL,0.3328,0.0047,0.0091,56132.0
2024,7,WN,AUS,0.3166,0.005,0.0044,56247.0
2024,7,WN,BDL,0.3287,0.0028,0.0028,6631.0
2024,7,WN,BHM,0.4607,0.0105,0.0,10224.0
2024,7,WN,BLI,0.3093,0.0,0.0,1722.0
2024,7,WN,BNA,0.2552,0.0036,0.0028,66721.0
2024,7,WN,BOI,0.3181,0.0,0.0,7278.0
2024,7,WN,BOS,0.3405,0.0015,0.0,12313.0
2024,7,WN,BUF,0.3559,0.0024,0.0024,7450.0
2024,7,WN,BUR,0.2373,0.0101,0.0006,23690.0
2024,7,WN,BZN,0.3102,0.0,0.0,3510.0
2024,7,WN,CHS,0.319,0.0029,0.0029,4985.0
2024,7,WN,CLE,0.356,0.0023,0.0,8963.0
2024,7,WN,CLT,0.4881,0.0,0.0102,7967.0
2024,7,WN,CMH,0.3287,0.003,0.0,19821.0
2024,7,WN,COS,0.3255,0.0,0.0,8499.0
2024,7,WN,CRP,0.2696,0.0435,0.0,2098.0
2024,7,WN,CVG,0.3717,0.0052,0.0,3312.0
2024,7,WN,DSM,0.351,0.0,0.0,3257.0
2024,7,WN,DTW,0.3646,0.0055,0.0,6859.0
2024,7,WN,ECP,0.279,0.0045,0.0,5971.0
2024,7,WN,ELP,0.3317,0.0063,0.0038,15586.0
2024,7,WN,EUG,0.2514,0.0,0.0,2535.0
2024,7,WN,FAT,0.2786,0.0,0.0,2071.0
2024,7,WN,FLL,0.3062,0.0059,0.0008,22919.0
2024,7,WN,GEG,0.3731,0.0,0.0,5863.0
2024,7,WN,GRR,0.24,0.0057,0.0,2090.0
2024,7,WN,GSP,0.2786,0.0,0.0071,2330.0
2024,7,WN,HDN,0.0968,0.0,0.0,68.0
2024,7,WN,HRL,0.3671,0.0242,0.0048,4336.0
2024,7,WN,IAD,0.3017,0.0,0.0,1804.0
2024,7,WN,IAH,0.3453,0.0409,0.0077,9495.0
2024,7,WN,ICT,0.3419,0.0,0.0,2674.0
2024,7,WN,IND,0.33,0.003,0.003,19174.0
2024,7,WN,ISP,0.3268,0.0276,0.0079,5958.0
2024,7,WN,ITO,0.1355,0.0,0.0,871.0
2024,7,WN,JAN,0.379,0.0242,0.0081,2879.0
2024,7,WN,JAX,0.3808,0.0074,0.0098,8586.0
2024,7,WN,KOA,0.1303,0.0061,0.0364,2008.0
2024,7,WN,LAX,0.3162,0.0042,0.0004,40589.0
2024,7,WN,LBB,0.2601,0.0,0.0,3200.0
2024,7,WN,LGA,0.2826,0.007,0.009,20599.0
2024,7,WN,LGB,0.2255,0.0036,0.0007,14321.0
2024,7,WN,LIH,0.1405,0.0,0.0468,2316.0
2024,7,WN,LIT,0.267,0.0,0.0049,2995.0
2024,7,WN,MAF,0.291,0.0186,0.0031,5816.0
2024,7,WN,MCI,0.2932,0.0032,0.0023,36342.0
2024,7,WN,MCO,0.3101,0.0071,0.0059,75121.0
2024,7,WN,MEM,0.3495,0.0194,0.0032,8262.0
2024,7,WN,MHT,0.3333,0.0045,0.0,3580.0
2024,7,WN,MIA,0.3333,0.01,0.006,10744.0
2024,7,WN,MKE,0.307,0.0013,0.0025,14380.0
2024,7,WN,MSP,0.4145,0.0014,0.0029,14102.0
2024,7,WN,MSY,0.3568,0.0049,0.0068,32214.0
2024,7,WN,MTJ,0.1143,0.0,0.0,221.0
2024,7,WN,MYR,0.3874,0.0,0.0,6064.0
2024,7,WN,OAK,0.2251,0.0036,0.0003,37172.0
2024,7,WN,OKC,0.3135,0.0119,0.0,11187.0
2024,7,WN,OMA,0.337,0.0069,0.0069,13864.0
2024,7,WN,ONT,0.2663,0.0052,0.0021,14057.0
2024,7,WN,ORD,0.3491,0.0021,0.0082,10097.0
2024,7,WN,ORF,0.372,0.0068,0.0,4941.0
2024,7,WN,PBI,0.288,0.0054,0.0,3620.0
2024,7,WN,PDX,0.2968,0.0011,0.0011,13436.0
2024,7,WN,PHL,0.3242,0.005,0.005,7803.0
2024,7,WN,PIT,0.3021,0.0022,0.0,15858.0
2024,7,WN,PNS,0.2483,0.0035,0.0,3344.0
2024,7,WN,PSP,0.2357,0.0,0.0,1614.0
2024,7,WN,PVD,0.3872,0.0048,0.0048,10829.0
2024,7,WN,PWM,0.2761,0.0,0.0061,2140.0
2024,7,WN,RDU,0.3583,0.0037,0.0025,15223.0
2024,7,WN,RIC,0.3918,0.0,0.0,3905.0
2024,7,WN,RNO,0.3093,0.0013,0.0025,12421.0
2024,7,WN,ROC,0.3757,0.0,0.0,3243.0
2024,7,WN,RSW,0.3368,0.0021,0.0063,8883.0
2024,7,WN,SAN,0.3191,0.0042,0.0019,53246.0
2024,7,WN,SAT,0.3387,0.0088,0.0061,29519.0
2024,7,WN,SAV,0.4074,0.0034,0.0,5917.0
2024,7,WN,SBA,0.151,0.0208,0.0156,1299.0
2024,7,WN,SDF,0.3495,0.0066,0.0022,9542.0
2024,7,WN,SEA,0.362,0.0023,0.0011,14573.0
2024,7,WN,SFO,0.3161,0.0016,0.0016,10761.0
2024,7,WN,SJC,0.2186,0.0079,0.0,30627.0
2024,7,WN,SJU,0.3333,0.0041,0.0,8466.0
2024,7,WN,SLC,0.2529,0.0029,0.001,13707.0
2024,7,WN,SMF,0.2397,0.0033,0.0,35357.0
2024,7,WN,SNA,0.1976,0.0136,0.0,11070.0
2024,7,WN,SRQ,0.3037,0.0061,0.0061,5196.0
2024,7,WN,STL,0.268,0.0037,0.0055,55924.0
2024,7,WN,SYR,0.4113,0.0081,0.0081,2695.0
2024,7,WN,TPA,0.339,0.0039,0.0039,40444.0
2024,7,WN,TUL,0.3092,0.0059,0.0,9060.0
2024,7,WN,TUS,0.3198,0.0058,0.0087,5802.0
2024,7,WN,VPS,0.2347,0.0102,0.0,2510.0
2024,7,YV,ABQ,0.2989,0.0805,0.0,1569.0
2024,7,YV,ATL,0.4457,0.0326,0.0217,3972.0
2024,7,YV,AUS,0.3333,0.0513,0.0,2197.0
2024,7,YV,BDL,0.2308,0.044,0.011,1645.0
2024,7,YV,BHM,0.3276,0.069,0.0,1519.0
2024,7,YV,BNA,0.2113,0.0563,0.0,1244.0
2024,7,YV,BRO,0.2,0.0,0.0,183.0
2024,7,YV,BTR,0.5417,0.0833,0.0,1093.0
2024,7,YV,BTV,0.2581,0.0645,0.0,342.0
2024,7,YV,BUF,0.3043,0.0435,0.0,677.0
2024,7,YV,BWI,0.2979,0.0851,0.0,683.0
2024,7,YV,BZN,0.1875,0.0,0.0,189.0
2024,7,YV,CHS,0.6087,0.0,0.0,1227.0
2024,7,YV,CLE,0.2264,0.0,0.0,1089.0
2024,7,YV,CLT,0.2984,0.0161,0.0,2982.0
2024,7,YV,CMH,0.1429,0.0571,0.0,411.0
2024,7,YV,CRP,0.4545,0.1136,0.0,4825.0
2024,7,YV,CVG,0.2698,0.0794,0.0,1073.0
2024,7,YV,DCA,0.25,0.0,0.0,250.0
2024,7,YV,DFW,0.4115,0.0957,0.0048,8475.0
2024,7,YV,DRO,0.5,0.0,0.0,142.0
2024,7,YV,DSM,0.2222,0.0741,0.0,214.0
2024,7,YV,DTW,0.2636,0.0388,0.0,3333.0
2024,7,YV,ECP,0.4259,0.0926,0.0,2517.0
2024,7,YV,ELP,0.457,0.0662,0.0066,6595.0
2024,7,YV,GSP,0.2727,0.0909,0.0,95.0
2024,7,YV,GUC,0.375,0.125,0.0,246.0
2024,7,YV,HRL,0.359,0.1282,0.0,1219.0
2024,7,YV,IAD,0.2302,0.028,0.0,28702.0
2024,7,YV,IND,0.1795,0.0513,0.0,677.0
2024,7,YV,JAX,0.3,0.05,0.05,1198.0
2024,7,YV,LFT,0.427,0.0899,0.0112,4430.0
2024,7,YV,LGA,0.1579,0.0526,0.0,326.0
2024,7,YV,LIT,0.4839,0.0645,0.0,3117.0
2024,7,YV,MAF,0.2931,0.0977,0.0057,4352.0
2024,7,YV,MCI,0.2752,0.047,0.0134,3148.0
2024,7,YV,MEM,0.3871,0.0538,0.0215,4280.0
2024,7,YV,MFE,0.3721,0.1163,0.0,946.0
2024,7,YV,MKE,0.2963,0.0741,0.0,842.0
2024,7,YV,MOB,0.2667,0.1,0.0333,1336.0
2024,7,YV,MSP,0.4364,0.0273,0.0091,4459.0
2024,7,YV,MSY,0.2323,0.0707,0.0,1521.0
2024,7,YV,MYR,0.6667,0.0,0.0,214.0
2024,7,YV,OKC,0.4336,0.0442,0.0088,5473.0
2024,7,YV,OMA,0.0,0.5,0.0,0.0
2024,7,YV,ORF,0.1695,0.0847,0.0,943.0
2024,7,YV,PHL,0.4643,0.0357,0.0,3708.0
2024,7,YV,PHX,0.4394,0.0909,0.0152,2363.0
2024,7,YV,PIT,0.2794,0.0294,0.0,1081.0
2024,7,YV,PVD,0.2785,0.0253,0.0,2624.0
2024,7,YV,PWM,0.4483,0.0345,0.0,1701.0
2024,7,YV,RDU,0.3448,0.0431,0.0086,2890.0
2024,7,YV,RIC,0.0909,0.0545,0.0,412.0
2024,7,YV,ROA,0.2105,0.0,0.0,462.0
2024,7,YV,SAT,0.4694,0.0816,0.0,1756.0
2024,7,YV,SAV,0.3421,0.0329,0.0066,4893.0
2024,7,YV,SDF,0.4034,0.042,0.0,4686.0
2024,7,YV,SLC,0.4516,0.0323,0.0,738.0
2024,7,YV,STL,0.3409,0.1136,0.0227,1628.0
2024,7,YV,SYR,0.2949,0.0256,0.0,2441.0
2024,7,YV,TUL,0.4815,0.0648,0.0,7080.0
2024,7,YV,TUS,0.2,0.0,0.0,79.0
2024,7,YV,TVC,0.5,0.0,0.0,376.0
2024,7,YV,XNA,0.3636,0.1023,0.0,2588.0
2024,7,YX,ACK,0.2044,0.0622,0.0044,2562.0
2024,7,YX,ATL,0.1837,0.0408,0.0,997.0
2024,7,YX,AVL,0.28,0.03,0.01,2073.0
2024,7,YX,BDL,0.0,0.0,0.0,0.0
2024,7,YX,BGR,0.2574,0.0441,0.0074,2870.0
2024,7,YX,BHM,0.75,0.0,0.0,93.0
2024,7,YX,BNA,0.2004,0.0083,0.0041,6394.0
2024,7,YX,BOS,0.2168,0.015,0.0026,38910.0
2024,7,YX,BTV,0.1639,0.0,0.0082,1368.0
2024,7,YX,BUF,0.2554,0.0504,0.0,4988.0
2024,7,YX,BWI,0.169,0.0282,0.0,806.0
2024,7,YX,CAE,0.2333,0.0,0.0,297.0
2024,7,YX,CHO,0.2308,0.0,0.0,301.0
2024,7,YX,CHS,0.1654,0.0551,0.0,2311.0
2024,7,YX,CLE,0.2032,0.0361,0.0023,6058.0
2024,7,YX,CLT,0.2692,0.0214,0.0,3999.0
2024,7,YX,CMH,0.2151,0.0196,0.0,18515.0
2024,7,YX,CVG,0.1893,0.0329,0.0041,7392.0
2024,7,YX,DCA,0.213,0.0161,0.0083,31510.0
2024,7,YX,DFW,0.2222,0.0,0.0,33.0
2024,7,YX,DLH,0.1967,0.0,0.0,1375.0
2024,7,YX,DSM,0.2688,0.0108,0.0,2381.0
2024,7,YX,DTW,0.1922,0.0369,0.0,7313.0
